shapeid,x,y,PROV_NA_EN
0,64.24833398,34.47335181,Ghor
0,64.26753823,34.47929893,Ghor
0,64.27286586,34.47062605,Ghor
0,64.28389281,34.47781215,Ghor
0,64.303159,34.47267037,Ghor
0,64.33166134,34.50275734,Ghor
0,64.35850807,34.4881834,Ghor
0,64.3776843,34.4912516,Ghor
0,64.3859231,34.49782174,Ghor
0,64.38536556,34.51807912,Ghor
0,64.40308302,34.52885827,Ghor
0,64.44922503,34.52447968,Ghor
0,64.45512698,34.5079088,Ghor
0,64.47828639,34.50240565,Ghor
0,64.44215697,34.54562743,Ghor
0,64.45591601,34.5640525,Ghor
0,64.45139729,34.59624051,Ghor
0,64.4594453,34.62431915,Ghor
0,64.47533653,34.64582079,Ghor
0,64.46771451,34.67137183,Ghor
0,64.49598669,34.70868884,Ghor
0,64.55200732,34.72070552,Ghor
0,64.60219946,34.70955171,Ghor
0,64.64696222,34.68700799,Ghor
0,64.68225662,34.70373385,Ghor
0,64.69402143,34.70458432,Ghor
0,64.70351832,34.69480394,Ghor
0,64.74069091,34.7000629,Ghor
0,64.74454988,34.70800785,Ghor
0,64.77793423,34.71946751,Ghor
0,64.78487972,34.73392545,Ghor
0,64.85206666,34.74483979,Ghor
0,64.86128006,34.75802204,Ghor
0,64.87559626,34.74895038,Ghor
0,64.89813366,34.75150179,Ghor
0,64.93399504,34.77517313,Ghor
0,64.9586586,34.75873076,Ghor
0,64.99154335,34.76921986,Ghor
0,64.99924545,34.79075062,Ghor
0,65.02414121,34.80586076,Ghor
0,65.04299664,34.84122612,Ghor
0,65.03272761,34.9027096,Ghor
0,65.04260917,34.91134397,Ghor
0,65.05522461,34.95774084,Ghor
0,65.0357177,34.96337777,Ghor
0,64.99350311,34.99470811,Ghor
0,64.98251715,35.03193833,Ghor
0,65.00303946,35.04486308,Ghor
0,64.98571827,35.04824668,Ghor
0,64.97075203,35.06714636,Ghor
0,64.93703002,35.07247088,Ghor
0,64.92647691,35.0822565,Ghor
0,64.92743628,35.09799024,Ghor
0,64.90733739,35.11972007,Ghor
0,64.87265601,35.10537742,Ghor
0,64.81117389,35.1271603,Ghor
0,64.70211117,35.20804282,Ghor
0,64.73687409,35.21904129,Ghor
0,64.80655119,35.22918822,Ghor
0,64.81973244,35.2179542,Ghor
0,64.86588553,35.24538393,Ghor
0,64.92939519,35.21677463,Ghor
0,65.00338993,35.24298734,Ghor
0,65.0140248,35.23864352,Ghor
0,65.01702054,35.22021973,Ghor
0,65.0438324,35.23280183,Ghor
0,65.05784428,35.22160722,Ghor
0,65.11737778,35.26156092,Ghor
0,65.13804838,35.26096177,Ghor
0,65.15018112,35.24613287,Ghor
0,65.1665079,35.2480801,Ghor
0,65.19259385,35.22285259,Ghor
0,65.21638315,35.22632668,Ghor
0,65.23269488,35.24468978,Ghor
0,65.2586679,35.23526008,Ghor
0,65.26975194,35.20922088,Ghor
0,65.25794,35.1982692,Ghor
0,65.25413503,35.17626657,Ghor
0,65.26948724,35.1632966,Ghor
0,65.28556736,35.19611856,Ghor
0,65.31898488,35.18381033,Ghor
0,65.32977114,35.19486127,Ghor
0,65.34168371,35.18943851,Ghor
0,65.36944204,35.19403411,Ghor
0,65.41846687,35.22960134,Ghor
0,65.42526723,35.24242025,Ghor
0,65.44487413,35.24234396,Ghor
0,65.44468679,35.25100933,Ghor
0,65.482325,35.23136105,Ghor
0,65.54129746,35.25308321,Ghor
0,65.55259761,35.24478528,Ghor
0,65.58601218,35.24426072,Ghor
0,65.59156394,35.25960969,Ghor
0,65.60936221,35.25601737,Ghor
0,65.6301097,35.27865867,Ghor
0,65.64300295,35.27949788,Ghor
0,65.65177646,35.27240278,Ghor
0,65.6442999,35.25477946,Ghor
0,65.68809118,35.22288965,Ghor
0,65.69800906,35.20343533,Ghor
0,65.73348457,35.19641652,Ghor
0,65.78795664,35.12851716,Ghor
0,65.83241213,35.10269097,Ghor
0,65.86098734,35.10203782,Ghor
0,65.88058177,35.08701542,Ghor
0,65.93161339,35.0738925,Ghor
0,65.95406088,35.08293325,Ghor
0,65.98655497,35.07885108,Ghor
0,65.98814533,35.06893356,Ghor
0,65.99961792,35.06562484,Ghor
0,66.02721341,35.09566963,Ghor
0,66.04032866,35.08678575,Ghor
0,66.08053424,35.09243132,Ghor
0,66.11280551,35.1103598,Ghor
0,66.11776445,35.09655106,Ghor
0,66.10804043,35.08276996,Ghor
0,66.10784657,35.04940296,Ghor
0,66.127072,35.02537116,Ghor
0,66.12211306,35.00210228,Ghor
0,66.1433104,34.98920656,Ghor
0,66.13561664,34.96380399,Ghor
0,66.12402035,34.95648001,Ghor
0,66.12167389,34.92756922,Ghor
0,66.12577579,34.90090684,Ghor
0,66.13975175,34.88298476,Ghor
0,66.19269181,34.85679353,Ghor
0,66.20950852,34.87989823,Ghor
0,66.23590345,34.88318846,Ghor
0,66.23224765,34.90278358,Ghor
0,66.24438493,34.9245722,Ghor
0,66.27567864,34.90643939,Ghor
0,66.32387914,34.90025426,Ghor
0,66.34777116,34.91360477,Ghor
0,66.36489819,34.91032257,Ghor
0,66.38103901,34.92610764,Ghor
0,66.39288382,34.91016831,Ghor
0,66.41832824,34.90651251,Ghor
0,66.42290073,34.91269646,Ghor
0,66.49783719,34.85811651,Ghor
0,66.52002477,34.85345526,Ghor
0,66.53158468,34.81914842,Ghor
0,66.57540048,34.80553755,Ghor
0,66.58826555,34.77831582,Ghor
0,66.56831538,34.74400898,Ghor
0,66.59348615,34.71380405,Ghor
0,66.60858862,34.71604145,Ghor
0,66.61828403,34.70149833,Ghor
0,66.63170845,34.69963383,Ghor
0,66.62797944,34.69348097,Ghor
0,66.64214966,34.68098881,Ghor
0,66.70311888,34.67822935,Ghor
0,66.71188204,34.64649552,Ghor
0,66.72791676,34.64015621,Ghor
0,66.71533137,34.60184069,Ghor
0,66.69237935,34.56695586,Ghor
0,66.65845131,34.57100742,Ghor
0,66.65929994,34.54639711,Ghor
0,66.63299237,34.51810939,Ghor
0,66.6288435,34.49142464,Ghor
0,66.59520692,34.46756897,Ghor
0,66.59999003,34.44946453,Ghor
0,66.54624337,34.4250428,Ghor
0,66.54652625,34.41174757,Ghor
0,66.56595048,34.40014961,Ghor
0,66.55142945,34.37619934,Ghor
0,66.53275956,34.36573289,Ghor
0,66.54077441,34.35375775,Ghor
0,66.53530545,34.32952461,Ghor
0,66.47056003,34.3322125,Ghor
0,66.42699343,34.28413553,Ghor
0,66.41222426,34.29414574,Ghor
0,66.39515766,34.28955089,Ghor
0,66.38219362,34.30940721,Ghor
0,66.33198894,34.30619229,Ghor
0,66.32404472,34.32501765,Ghor
0,66.32947865,34.33553494,Ghor
0,66.31976782,34.34384442,Ghor
0,66.30708932,34.3421473,Ghor
0,66.29291336,34.36271243,Ghor
0,66.27524333,34.34853647,Ghor
0,66.24954722,34.34263411,Ghor
0,66.23648035,34.32496838,Ghor
0,66.22240003,34.32666773,Ghor
0,66.1961815,34.31416537,Ghor
0,66.17407713,34.33254237,Ghor
0,66.15515452,34.33229211,Ghor
0,66.14750729,34.35713463,Ghor
0,66.13788862,34.3636687,Ghor
0,66.11990677,34.36780379,Ghor
0,66.0972452,34.34963461,Ghor
0,66.01825441,34.36384399,Ghor
0,65.99529554,34.32611332,Ghor
0,65.99606822,34.31498671,Ghor
0,65.97041521,34.30494186,Ghor
0,65.95234604,34.31476329,Ghor
0,65.93192496,34.31423742,Ghor
0,65.91930421,34.32957514,Ghor
0,65.87390456,34.3346585,Ghor
0,65.85138002,34.3539402,Ghor
0,65.82841218,34.34257052,Ghor
0,65.81513718,34.34863909,Ghor
0,65.76146151,34.33891626,Ghor
0,65.74774802,34.34785281,Ghor
0,65.72954506,34.33940981,Ghor
0,65.67303151,34.34623695,Ghor
0,65.65273973,34.36033373,Ghor
0,65.64502759,34.35338016,Ghor
0,65.65564758,34.32581874,Ghor
0,65.64806187,34.32126732,Ghor
0,65.64741223,34.30078921,Ghor
0,65.65996685,34.2913437,Ghor
0,65.65181055,34.24339088,Ghor
0,65.66700467,34.24240607,Ghor
0,65.67628996,34.22467961,Ghor
0,65.70428653,34.22341343,Ghor
0,65.72876594,34.20259186,Ghor
0,65.68979584,34.17037471,Ghor
0,65.65828212,34.16066736,Ghor
0,65.64125908,34.16404383,Ghor
0,65.61436488,34.14177826,Ghor
0,65.6100267,34.11663554,Ghor
0,65.59156645,34.08769786,Ghor
0,65.55714059,34.05759602,Ghor
0,65.55483336,34.02786304,Ghor
0,65.57312149,34.00684484,Ghor
0,65.56993258,33.99120024,Ghor
0,65.56014449,33.98577231,Ghor
0,65.56414871,33.97286984,Ghor
0,65.52198864,33.96069664,Ghor
0,65.48967174,33.96676092,Ghor
0,65.47408796,33.95026458,Ghor
1,62.55328331,29.38919017,Hilmand
1,62.62456217,29.53462759,Hilmand
1,62.62638462,29.6615158,Hilmand
1,62.68105818,29.90276287,Hilmand
1,62.72525264,29.99616353,Hilmand
1,62.74734987,30.02623399,Hilmand
1,62.83596659,30.21918608,Hilmand
1,62.86740389,30.2654308,Hilmand
1,62.92298867,30.32306584,Hilmand
1,62.96695532,30.39619172,Hilmand
1,63.01502249,30.62263137,Hilmand
1,63.13392487,30.94881799,Hilmand
1,63.1815201,31.04146221,Hilmand
1,63.26662351,31.15310535,Hilmand
1,63.28239066,31.21421527,Hilmand
1,63.29115336,31.302413,Hilmand
1,63.30230898,31.32266926,Hilmand
1,63.29702474,31.34488264,Hilmand
1,63.30710394,31.40428144,Hilmand
1,63.31170319,31.58482637,Hilmand
1,63.30759322,31.7552921,Hilmand
1,63.33567799,31.79140109,Hilmand
1,63.36836201,31.89082312,Hilmand
1,63.45682413,32.03692263,Hilmand
1,63.46641405,32.07009593,Hilmand
1,63.49763022,32.08634008,Hilmand
1,63.55076621,32.14583673,Hilmand
1,63.55203834,32.17509577,Hilmand
1,63.53403604,32.20253443,Hilmand
1,63.54922348,32.2117711,Hilmand
1,63.58196956,32.21211009,Hilmand
1,63.61498684,32.22329664,Hilmand
1,63.70475044,32.29922959,Hilmand
1,63.72027601,32.32289084,Hilmand
1,63.73953044,32.31773825,Hilmand
1,63.77593758,32.32756885,Hilmand
1,63.83342967,32.31238226,Hilmand
1,63.83810768,32.35000975,Hilmand
1,63.89712212,32.38496209,Hilmand
1,63.9225154,32.41285745,Hilmand
1,63.94637439,32.39643933,Hilmand
1,63.95932709,32.40137094,Hilmand
1,63.96841405,32.41373919,Hilmand
1,63.96645714,32.42766413,Hilmand
1,64.01317791,32.44959377,Hilmand
1,64.00781516,32.46326241,Hilmand
1,64.02222809,32.47551066,Hilmand
1,64.00056445,32.50224825,Hilmand
1,63.9845498,32.53889297,Hilmand
1,63.99268547,32.54824899,Hilmand
1,63.98597354,32.5580796,Hilmand
1,64.00821105,32.557944,Hilmand
1,64.01282127,32.56960513,Hilmand
1,64.0344486,32.57875777,Hilmand
1,64.06400821,32.55394396,Hilmand
1,64.08116092,32.56607968,Hilmand
1,64.15916487,32.58104297,Hilmand
1,64.1847263,32.57176611,Hilmand
1,64.18993202,32.58017535,Hilmand
1,64.18312454,32.5942575,Hilmand
1,64.22075552,32.59991052,Hilmand
1,64.2634678,32.62485992,Hilmand
1,64.2908579,32.62580908,Hilmand
1,64.28902737,32.64784319,Hilmand
1,64.30516313,32.65625006,Hilmand
1,64.30421396,32.66533489,Hilmand
1,64.26468815,32.6875046,Hilmand
1,64.26203615,32.71369327,Hilmand
1,64.28396831,32.73795818,Hilmand
1,64.34114442,32.76611727,Hilmand
1,64.3430618,32.77292917,Hilmand
1,64.328282,32.78133603,Hilmand
1,64.36007892,32.81367533,Hilmand
1,64.37544016,32.8188633,Hilmand
1,64.38584189,32.84133662,Hilmand
1,64.5760553,32.89885418,Hilmand
1,64.58147439,32.91203766,Hilmand
1,64.57159063,32.93171068,Hilmand
1,64.54256959,32.93879679,Hilmand
1,64.5496257,32.94275641,Hilmand
1,64.55282658,32.97076163,Hilmand
1,64.5700472,32.9872338,Hilmand
1,64.55974191,33.01482986,Hilmand
1,64.58333536,33.03150799,Hilmand
1,64.59143554,33.04695331,Hilmand
1,64.609864,33.05487498,Hilmand
1,64.61175652,33.06805246,Hilmand
1,64.63708677,33.07394892,Hilmand
1,64.67863163,33.11306323,Hilmand
1,64.72473853,33.13493578,Hilmand
1,64.72774581,33.15375698,Hilmand
1,64.70708452,33.15695836,Hilmand
1,64.69385456,33.17247264,Hilmand
1,64.72804776,33.20978897,Hilmand
1,64.71179196,33.23459005,Hilmand
1,64.72704135,33.24147,Hilmand
1,64.75236242,33.23749807,Hilmand
1,64.78179728,33.25707402,Hilmand
1,64.79201082,33.25083241,Hilmand
1,64.80981359,33.20352386,Hilmand
1,64.82818378,33.20714115,Hilmand
1,64.83896474,33.19969378,Hilmand
1,64.86293819,33.23678879,Hilmand
1,64.88868483,33.25615197,Hilmand
1,64.90755151,33.25721588,Hilmand
1,64.9152826,33.24686048,Hilmand
1,64.94876031,33.23842012,Hilmand
1,64.95471821,33.25530084,Hilmand
1,64.984224,33.26799684,Hilmand
1,65.00812653,33.29119009,Hilmand
1,65.1192547,33.31631143,Hilmand
1,65.12244966,33.33071739,Hilmand
1,65.16111687,33.36679867,Hilmand
1,65.1793452,33.37211822,Hilmand
1,65.22890381,33.36081105,Hilmand
1,65.2524956,33.37155507,Hilmand
1,65.26661312,33.39366448,Hilmand
1,65.28883223,33.4054203,Hilmand
1,65.32256097,33.40338919,Hilmand
1,65.36643106,33.41591352,Hilmand
1,65.38060143,33.43094887,Hilmand
1,65.38696676,33.46644542,Hilmand
1,65.42289159,33.47286987,Hilmand
1,65.42306468,33.49182309,Hilmand
1,65.43414236,33.50575673,Hilmand
1,65.47757823,33.53290644,Hilmand
1,65.48363341,33.55145565,Hilmand
1,65.51424374,33.57707104,Hilmand
1,65.52713717,33.57938548,Hilmand
1,65.51492315,33.60290878,Hilmand
1,65.51831593,33.61874177,Hilmand
1,65.50768521,33.66262178,Hilmand
1,65.60969492,33.67641911,Hilmand
1,65.63683719,33.67166921,Hilmand
1,65.65142617,33.62665827,Hilmand
1,65.68490164,33.59838507,Hilmand
1,65.66465802,33.56751073,Hilmand
1,65.63310513,33.56423104,Hilmand
1,65.62835523,33.51910701,Hilmand
1,65.61568884,33.50632752,Hilmand
1,65.63480152,33.4878934,Hilmand
1,65.63875977,33.46357844,Hilmand
1,65.62021255,33.45532267,Hilmand
1,65.61512338,33.43982895,Hilmand
1,65.62371843,33.43168627,Hilmand
1,65.60076059,33.40590111,Hilmand
1,65.59985585,33.39063358,Hilmand
1,65.58526687,33.38068141,Hilmand
1,65.6052843,33.35376533,Hilmand
1,65.61048657,33.31226027,Hilmand
1,65.62745049,33.307058,Hilmand
1,65.61874234,33.28602273,Hilmand
1,65.59295718,33.27324325,Hilmand
1,65.53652387,33.27030283,Hilmand
1,65.51051253,33.25379128,Hilmand
1,65.50259603,33.258315,Hilmand
1,65.4904951,33.25119015,Hilmand
1,65.45385303,33.26713623,Hilmand
1,65.44107354,33.28896315,Hilmand
1,65.42682385,33.29461779,Hilmand
1,65.34709342,33.26204706,Hilmand
1,65.34268125,33.25024245,Hilmand
1,65.36621076,33.2333357,Hilmand
1,65.36619325,33.21377848,Hilmand
1,65.37542996,33.19981132,Hilmand
1,65.36608361,33.19200891,Hilmand
1,65.36935047,33.16623706,Hilmand
1,65.35011232,33.15256466,Hilmand
1,65.36729356,33.13610939,Hilmand
1,65.35213052,33.12102904,Hilmand
1,65.36172781,33.10779665,Hilmand
1,65.29316922,33.06434445,Hilmand
1,65.29861398,33.05454389,Hilmand
1,65.29325997,33.03793738,Hilmand
1,65.23327688,32.94809886,Hilmand
1,65.22039095,32.94229112,Hilmand
1,65.2171241,32.92659207,Hilmand
1,65.1831851,32.89455874,Hilmand
1,65.21167934,32.87486686,Hilmand
1,65.2159444,32.85753438,Hilmand
1,65.20723279,32.83738877,Hilmand
1,65.20529374,32.7876291,Hilmand
1,65.23697428,32.7723755,Hilmand
1,65.21769776,32.74605887,Hilmand
1,65.22129841,32.73747746,Hilmand
1,65.21077188,32.71107038,Hilmand
1,65.17289618,32.66097814,Hilmand
1,65.1877224,32.65017983,Hilmand
1,65.23218793,32.67440901,Hilmand
1,65.28616463,32.64639751,Hilmand
1,65.26958876,32.62521723,Hilmand
1,65.29291776,32.56044856,Hilmand
1,65.28125326,32.53174775,Hilmand
1,65.2629891,32.52039021,Hilmand
1,65.27910453,32.48493627,Hilmand
1,65.2738862,32.46590471,Hilmand
1,65.2809463,32.45792374,Hilmand
1,65.27127704,32.4465662,Hilmand
1,65.27480708,32.43091121,Hilmand
1,65.24242275,32.38947154,Hilmand
1,65.23919966,32.35539892,Hilmand
1,65.30111644,32.35078666,Hilmand
1,65.29241501,32.30091,Hilmand
1,65.29762653,32.28962387,Hilmand
1,65.28334916,32.27510451,Hilmand
1,65.27028174,32.28006529,Hilmand
1,65.26715105,32.3046862,Hilmand
1,65.24616906,32.30860808,Hilmand
1,65.23600594,32.32110596,Hilmand
1,65.23216844,32.29966642,Hilmand
1,65.21474521,32.27401556,Hilmand
1,65.21716102,32.25609718,Hilmand
1,65.20211996,32.25962723,Hilmand
1,65.18093968,32.24811621,Hilmand
1,65.14731553,32.21092128,Hilmand
1,65.14360036,32.16959719,Hilmand
1,65.12775007,32.14503528,Hilmand
1,65.13699023,32.13263345,Hilmand
1,65.12527851,32.12133509,Hilmand
1,65.1191563,32.07357879,Hilmand
1,65.10405964,32.05092701,Hilmand
1,65.07134153,32.05793027,Hilmand
1,65.05266588,32.05161593,Hilmand
1,65.01811593,32.06924705,Hilmand
1,64.98570242,32.06539442,Hilmand
1,64.9757819,32.04954916,Hilmand
1,65.00691723,32.00529651,Hilmand
1,64.99203582,31.98359445,Hilmand
1,64.92493928,31.97624759,Hilmand
1,64.91390842,31.95274653,Hilmand
1,64.9107105,31.91728875,Hilmand
1,64.82443547,31.91572445,Hilmand
1,64.80923258,31.90558919,Hilmand
1,64.79372469,31.88144757,Hilmand
1,64.79140985,31.86133736,Hilmand
1,64.80356277,31.83428263,Hilmand
1,64.78157176,31.73286355,Hilmand
1,64.75435087,31.70266433,Hilmand
1,64.7226135,31.69729117,Hilmand
1,64.69537439,31.66019414,Hilmand
1,64.66927148,31.6623047,Hilmand
1,64.66555629,31.6520759,Hilmand
1,64.66648043,31.62678818,Hilmand
1,64.68966784,31.61023774,Hilmand
1,64.70123666,31.56686713,Hilmand
1,64.7222832,31.43997683,Hilmand
1,64.73128075,31.31877045,Hilmand
1,64.72608282,31.15560785,Hilmand
1,64.70981853,31.13111422,Hilmand
1,64.70148607,31.01336694,Hilmand
1,64.69260721,30.99274067,Hilmand
1,64.67990362,30.87840833,Hilmand
1,64.67221569,30.6053747,Hilmand
1,64.68203554,30.58547428,Hilmand
1,64.67320968,30.57048479,Hilmand
1,64.67808282,30.56368271,Hilmand
1,64.66011313,30.55627148,Hilmand
1,64.66856583,30.54019866,Hilmand
1,64.66801961,30.51027731,Hilmand
1,64.65544372,30.45042953,Hilmand
1,64.67021696,30.42557574,Hilmand
1,64.66911239,30.39580837,Hilmand
1,64.6371884,30.21914048,Hilmand
1,64.64883922,30.21301496,Hilmand
1,64.64810864,30.18159067,Hilmand
1,64.59488556,30.0479292,Hilmand
1,64.55067232,29.78525053,Hilmand
1,64.52912881,29.70799927,Hilmand
1,64.52404916,29.63862581,Hilmand
1,64.51127748,29.63253024,Hilmand
1,64.52550049,29.62643466,Hilmand
1,64.5018077,29.56904564,Hilmand
1,64.47465019,29.56842393,Hilmand
1,64.479932,29.55946319,Hilmand
1,64.44917301,29.54936959,Hilmand
1,64.4357403,29.56375284,Hilmand
1,64.43534495,29.55388839,Hilmand
1,64.42010976,29.54449896,Hilmand
1,64.38340134,29.54685924,Hilmand
