X,Y,Shape_Leng,Shape_Area,ADM2_EN,ADM2_DA,ADM2_PCODE,ADM2_REF,ADM2ALT1EN,ADM2ALT2EN,ADM2ALT1DA,ADM2ALT2DA,ADM1_EN,ADM1_DA,ADM1_PCODE,ADM0_EN,ADM0_DA,ADM0_PCODE,date,validOn,ValidTo,REG_EN,REG_DA,REG_PCODE
70.5949593,37.20942797,1.245377778,0.050146374,Fayzabad,فیض آباد,AF1701,,Centre,,,,Badakhshan,بدخشان,AF17,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,North Eastern,سهیل ختیځه حوزه,NE
66.35367412,36.7276445,1.973112491,0.118994962,Fayzabad,فیض آباد,AF2808,,,,,,Jawzjan,جوزجان,AF28,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Northern,سهیلی حوزه,NR
69.68334143,36.14908851,0.730622414,0.024095904,Fereng Wa Gharu,فرنگ وغارو,AF0915,,,,,,Baghlan,بغلان,AF09,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,North Eastern,سهیل ختیځه حوزه,NE
65.16043281,34.7034741,6.622905233,0.758326712,Feroz Koh,فیروزکوه,AF2301,,Centre,Centre,,,Ghor,غور,AF23,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Western,لویدیځه حوزه,WR
67.57583045,36.45026088,1.402739855,0.119206226,Feroz Nakhchir,فیروز نخچیر,AF2004,,,,,,Samangan,سمنگان,AF20,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Northern,سهیلی حوزه,NR
69.20257006,33.61373289,1.47126765,0.068817273,Gardez,گردیز,AF1301,,Centre,,,,Paktya,پکتیا,AF13,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,South Eastern,جنوب ختیځه حوزه,SE
64.11488838,30.30920521,6.136305427,1.559304068,Garmser,گرم سیر,AF3006,,,,,,Hilmand,هلمند,AF30,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Southern,جنوبی حوزه,SR
65.23039642,35.63158199,2.340629552,0.185525384,Garzewan,گرزیوان,AF2908,,,,,,Faryab,فاریاب,AF29,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Northern,سهیلی حوزه,NR
67.66172538,32.71719145,1.853099381,0.106874797,Gelan,گیلان,AF1117,,,,,,Ghazni,غزنی,AF11,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,South Eastern,جنوب ختیځه حوزه,SE
71.32048507,35.23103107,1.123381167,0.055538315,Ghazi Abad,غازی آباد,AF1511,,,,,,Kunar,کنر ها,AF15,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Eastern,ختیځه حوزه,ER
68.43023287,33.52513936,0.988982992,0.034932809,Ghazni,غزنی,AF1101,,Centre,,,,Ghazni,غزنی,AF11,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,South Eastern,جنوب ختیځه حوزه,SE
65.27079823,32.07930581,2.082039187,0.137250277,Ghorak,غورک,AF2709,,,,,,Kandahar,کندهار,AF27,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Southern,جنوبی حوزه,SR
68.74982113,35.00792763,1.469859496,0.088417154,Ghorband,غوربند,AF0307,,,,,,Parwan,پروان,AF03,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Capital,مرکزی حوزه,CR
63.76687783,35.69942124,2.213995017,0.19355615,Ghormach,غورماچ,AF3107,,,,,,Badghis,بادغیس,AF31,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Western,لویدیځه حوزه,WR
61.29523437,34.31521106,4.714833253,0.711014595,Ghoryan,غوریان,AF3211,,,,,,Hirat,هرات,AF32,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Western,لویدیځه حوزه,WR
68.3053742,33.04931926,1.510694733,0.085516831,Giro,گیرو,AF1112,,,,,,Ghazni,غزنی,AF11,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,South Eastern,جنوب ختیځه حوزه,SE
69.4086517,32.97294681,0.655172334,0.021680113,Giyan,گیان,AF1215,,,,,,Paktika,پکتیکا,AF12,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,South Eastern,جنوب ختیځه حوزه,SE
66.35541504,33.3759639,4.610172773,0.363310609,Gizab,گیزاب,AF2409,,,,,,Daykundi,دایکندی,AF24,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Central Highland,لوړه مرکزی حوزه,CH
68.89178188,32.39936636,3.466254212,0.390267957,Gomal,گومل,AF1208,,,,,,Paktika,پکتیکا,AF12,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,South Eastern,جنوب ختیځه حوزه,SE
66.55276576,36.0036847,2.338867285,0.10921565,Gosfandi,گوسفندی,AF2206,,,,,,Sar-e-Pul,سرپل,AF22,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Northern,سهیلی حوزه,NR
70.85395497,34.41427862,1.132212368,0.051142678,Goshta,گوشته,AF0614,,,,,,Nangarhar,ننگرهار,AF06,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Eastern,ختیځه حوزه,ER
68.99798236,34.7479389,0.432560491,0.007460547,Guldara,گلدره,AF0111,,,,,,Kabul,کابل,AF01,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Capital,مرکزی حوزه,CR
63.64220314,32.63801474,5.504266692,0.673926194,Gulistan,گلستان,AF3310,,,,,,Farah,فراه,AF33,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Western,لویدیځه حوزه,WR
61.57661316,35.13465843,4.563468243,0.597296266,Gulran,گلران,AF3208,,,,,,Hirat,هرات,AF32,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Western,لویدیځه حوزه,WR
69.94994606,33.20123717,0.877043589,0.034773454,Gurbuz,گربز,AF1403,,,,,,Khost,خوست,AF14,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,South Eastern,جنوب ختیځه حوزه,SE
62.20798232,34.05039505,3.428601161,0.256948968,Guzara,گذره,AF3203,,,,,,Hirat,هرات,AF32,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Western,لویدیځه حوزه,WR
69.58188394,36.24546655,0.981095308,0.041846949,Guzargah-e-Nur,گذرگاه نور,AF0914,,,,,,Baghlan,بغلان,AF09,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,North Eastern,سهیل ختیځه حوزه,NE
69.57778358,36.93874132,0.991319668,0.034989191,Hazar Sumuch,هزار سموچ,AF1802,,,,,,Takhar,تخار,AF18,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,North Eastern,سهیل ختیځه حوزه,NE
67.97667098,36.36341359,2.419068097,0.149325545,Hazrat-e-Sultan,حضرت سلطان,AF2002,,,,,,Samangan,سمنگان,AF20,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Northern,سهیلی حوزه,NR
68.20296517,34.51111426,2.006300938,0.154595624,Hesa-e-Awal-e-Behsud,حصه اول بهسود,AF0407,,,,,,Maidan Wardak,میدان وردک,AF04,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Capital,مرکزی حوزه,CR
69.8304311,34.25628824,1.576288891,0.065563409,Hesarak,حصارک,AF0621,,,,,,Nangarhar,ننگرهار,AF06,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Eastern,ختیځه حوزه,ER
62.17384432,34.37439138,0.414471718,0.00809393,Hirat,هرات,AF3201,,Centre,,,,Hirat,هرات,AF32,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Western,لویدیځه حوزه,WR
69.34547007,35.13542011,0.459118816,0.008708509,Hisa-e-Awal-e-Kohistan,حصه اول کوهستان,AF0204,,,,,,Kapisa,کاپیسا,AF02,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Capital,مرکزی حوزه,CR
69.32660148,35.07565629,0.392084066,0.005242971,Hisa-e-Duwum-e-Kohistan,حصه دوم کوهستان,AF0202,,,,,,Kapisa,کاپیسا,AF02,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Capital,مرکزی حوزه,CR
68.79964717,37.10473719,2.26086854,0.162275176,Imam Sahib,امام صاحب,AF1905,,,Kalbad,,,Kunduz,کندز,AF19,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,North Eastern,سهیل ختیځه حوزه,NE
62.15331336,34.48663333,2.183432007,0.135435468,Injil,انجیل,AF3202,,,,,,Hirat,هرات,AF32,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Western,لویدیځه حوزه,WR
69.2360783,35.12820311,0.657278102,0.011525069,Jabal Saraj,جبل السراج,AF0305,,,,,,Parwan,پروان,AF03,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Capital,مرکزی حوزه,CR
68.34792397,33.84903497,1.272654698,0.058394337,Jaghatu,جغتو,AF0408,,,,,,Maidan Wardak,میدان وردک,AF04,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Capital,مرکزی حوزه,CR
68.07974905,33.52933768,1.410251733,0.063491255,Jaghatu,جغتو,AF1106,,,,,,Ghazni,غزنی,AF11,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,South Eastern,جنوب ختیځه حوزه,SE
67.42009141,33.15837246,2.427157548,0.20229871,Jaghuri,جاغوری,AF1114,,,,,,Ghazni,غزنی,AF11,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,South Eastern,جنوب ختیځه حوزه,SE
69.68234451,33.97959017,1.53856202,0.058779482,Jaji,علی خیل,AF1307,,,Aryob,,,Paktya,پکتیا,AF13,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,South Eastern,جنوب ختیځه حوزه,SE
70.07376721,33.6388119,0.868155363,0.031843637,Jaji Maydan,جاجی میدان,AF1413,,,,,,Khost,خوست,AF14,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,South Eastern,جنوب ختیځه حوزه,SE
70.46171896,34.42161518,0.213845237,0.002316248,Jalalabad,جلال آباد,AF0601,,Centre,,,,Nangarhar,ننگرهار,AF06,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Eastern,ختیځه حوزه,ER
68.59835586,34.50176097,1.705141035,0.10734373,Jalrez,جلریز,AF0403,,,,,,Maidan Wardak,میدان وردک,AF04,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Capital,مرکزی حوزه,CR
68.52597956,32.65190244,1.454078473,0.095101287,Jani Khel,جانی خیل,AF1209,,,,,,Paktika,پکتیکا,AF12,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,South Eastern,جنوب ختیځه حوزه,SE
69.77524182,33.64521559,0.66047344,0.01410141,Jani Khel,جانی خیل,AF1309,,,,,,Paktya,پکتیا,AF13,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,South Eastern,جنوب ختیځه حوزه,SE
64.3860467,35.05057962,4.589638401,0.701492729,Jawand,جوند,AF3106,,,,,,Badghis,بادغیس,AF31,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Western,لویدیځه حوزه,WR
70.84829296,36.75724986,1.916568159,0.123812309,Jorm,جرم,AF1710,,,,,,Badakhshan,بدخشان,AF17,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,North Eastern,سهیل ختیځه حوزه,NE
69.1508051,34.5178207,1.168942851,0.034376855,Kabul,کابل,AF0101,,,,,,Kabul,کابل,AF01,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Capital,مرکزی حوزه,CR
67.76606659,35.34630446,2.168069823,0.139629268,Kahmard,کهمرد,AF1004,,,,,,Bamyan,بامیان,AF10,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Central Highland,لوړه مرکزی حوزه,CH
65.13139306,32.56756898,3.464756011,0.218107143,Kajaki,کجکی,AF3010,,,,,,Hilmand,هلمند,AF30,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Southern,جنوبی حوزه,SR
65.5888135,33.17477169,2.722243554,0.129023835,Kajran,کجران,AF2408,,,,,,Daykundi,دایکندی,AF24,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Central Highland,لوړه مرکزی حوزه,CH
67.2178056,32.88688477,1.788238695,0.104217539,Kakar,کاکړ,AF2611,,,,,,Zabul,زابل,AF26,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Southern,جنوبی حوزه,SR
69.90685934,36.79477081,1.237334189,0.047851881,Kalafgan,کلفگان,AF1807,,,,,,Takhar,تخار,AF18,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,North Eastern,سهیل ختیځه حوزه,NE
69.17160796,34.7533566,0.457999092,0.007381381,Kalakan,کلکان,AF0110,,,,,,Kabul,کابل,AF01,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Capital,مرکزی حوزه,CR
67.57051218,37.13416502,1.383567724,0.084421889,Kaldar,کلدار,AF2113,,,,,,Balkh,بلخ,AF21,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Northern,سهیلی حوزه,NR
70.64952042,34.45368257,0.753243907,0.02251991,Kama,کامه,AF0605,,,,,,Nangarhar,ننگرهار,AF06,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Eastern,ختیځه حوزه,ER
71.34183724,35.47500411,1.856576745,0.121345198,Kamdesh,کامدیش,AF1606,,,,,,Nuristan,نورستان,AF16,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Eastern,ختیځه حوزه,ER
65.73637254,31.51894777,1.246319376,0.07308543,Kandahar,کندهار,AF2701,,Centre,,,,Kandahar,کندهار,AF27,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Southern,جنوبی حوزه,SR
61.84713877,31.33483745,2.291306284,0.108999621,Kang,کنگ,AF3402,,,,,,Nimroz,نیمروز,AF34,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Southern,جنوبی حوزه,SR
62.70560206,34.48204064,2.742904739,0.194309863,Karukh,کرُخ,AF3204,,,,,,Hirat,هرات,AF32,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Western,لویدیځه حوزه,WR
70.15178782,36.75068048,1.534515817,0.077740202,Keshem,کشم,AF1715,,,,,,Badakhshan,بدخشان,AF17,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,North Eastern,سهیل ختیځه حوزه,NE
66.99764714,35.95594257,2.398006763,0.118117461,Keshendeh,کشنده,AF2114,,,,,,Balkh,بلخ,AF21,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Northern,سهیلی حوزه,NR
65.7694791,33.90242394,2.109396268,0.160233388,Khadir,خدیر,AF2404,,,,,,Daykundi,دایکندی,AF24,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Central Highland,لوړه مرکزی حوزه,CH
69.40137459,34.35542789,1.417521712,0.057344008,Khak-e-Jabbar,خاک جبار,AF0109,,,,,,Kabul,کابل,AF01,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Capital,مرکزی حوزه,CR
62.06435079,32.74138573,2.505031364,0.175550888,Khak-e-Safed,خاک سفید,AF3303,,,,,,Farah,فراه,AF33,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Western,لویدیځه حوزه,WR
65.58732912,32.00967659,2.218086562,0.15695507,Khakrez,خاکریز,AF2707,,,,,,Kandahar,کندهار,AF27,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Southern,جنوبی حوزه,SR
65.73857495,37.33233681,1.385176494,0.088246033,Khamyab,خمیاب,AF2806,,,,,,Jawzjan,جوزجان,AF28,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Northern,سهیلی حوزه,NR
65.2214459,37.08249146,1.384111084,0.095374945,Khan-e-Char Bagh,خان چارباغ,AF2914,,,,,,Faryab,فاریاب,AF29,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Northern,سهیلی حوزه,NR
69.11182007,36.60035247,1.912108295,0.108353031,Khan Abad,خان آباد,AF1904,,,,,,Kunduz,کندز,AF19,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,North Eastern,سهیل ختیځه حوزه,NE
66.15976589,36.78879193,1.049982677,0.049223395,Khanaqa,خانقا,AF2803,,,,,,Jawzjan,جوزجان,AF28,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Northern,سهیلی حوزه,NR
68.92849809,33.71185309,1.226816752,0.045473195,Kharwar,خروار,AF0506,,,,,,Logar,لوگر,AF05,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Capital,مرکزی حوزه,CR
70.96280148,34.62478702,1.043985576,0.035890084,Khas Kunar,خاص کنر,AF1510,,,,,,Kunar,کنر ها,AF15,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Eastern,ختیځه حوزه,ER
66.66484187,32.98555961,3.035399771,0.250696063,Khas Uruzgan,خاص ارزگان,AF2505,,,,,,Uruzgan,ارزگان,AF25,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Southern,جنوبی حوزه,SR
70.72898349,36.94237267,0.795385928,0.0258194,Khash,خاش,AF1705,,,,,,Badakhshan,بدخشان,AF17,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,North Eastern,سهیل ختیځه حوزه,NE
62.83653329,31.76118107,4.126014998,0.741226753,Khashrod,خاش رود,AF3405,,,,,,Nimroz,نیمروز,AF34,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Southern,جنوبی حوزه,SR
69.78683654,35.42298827,1.211893827,0.067967038,Khenj,خنج (حصه اول),AF0804,,,,,,Panjsher,پنجشیر,AF08,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Capital,مرکزی حوزه,CR
69.00913429,35.47998526,1.519642429,0.101033155,Khinjan,خنجان,AF0906,,,,,,Baghlan,بغلان,AF09,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,North Eastern,سهیل ختیځه حوزه,NE
70.17639525,34.21849735,1.616572246,0.066303741,Khogyani,خوگیانی,AF0608,,,,,,Nangarhar,ننگرهار,AF06,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Eastern,ختیځه حوزه,ER
69.2677936,33.98748982,0.949830802,0.042610866,Khoshi,خوشی,AF0504,,,,,,Logar,لوگر,AF05,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Capital,مرکزی حوزه,CR
69.68096562,35.91321703,2.037550941,0.188835021,Khost Wa Fereng,خوست و فرنگ,AF0913,,,,,,Baghlan,بغلان,AF09,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,North Eastern,سهیل ختیځه حوزه,NE
67.71444523,36.80928365,2.684189102,0.304191377,Khulm,خلم,AF2110,,,,,,Balkh,بلخ,AF21,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Northern,سهیلی حوزه,NR
68.00474814,35.98055243,2.563346382,0.213507102,Khuram Wa Sarbagh,خرم وسارباغ,AF2003,,,,,,Samangan,سمنگان,AF20,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Northern,سهیلی حوزه,NR
70.38930337,37.84849369,1.520142687,0.075271982,Khwahan,خواهان,AF1720,,,,,,Badakhshan,بدخشان,AF17,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,North Eastern,سهیل ختیځه حوزه,NE
69.58359173,37.33984667,0.631329277,0.021639936,Khwaja Bahawuddin,خواجه بهاوالدین,AF1814,,,,,,Takhar,تخار,AF18,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,North Eastern,سهیل ختیځه حوزه,NE
65.61329815,36.96588773,1.91088531,0.20980713,Khwaja Dukoh,خواجه دوکوه,AF2802,,,,,,Jawzjan,جوزجان,AF28,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Northern,سهیلی حوزه,NR
69.39973818,37.02583202,0.900088962,0.039243981,Khwaja Ghar,خواجه غار,AF1809,,,,,,Takhar,تخار,AF18,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,North Eastern,سهیل ختیځه حوزه,NE
69.2880319,35.97317764,1.313417946,0.065316766,Khwaja Hejran,خواجه هجران,AF0909,,,Jalga Nahrin,,,Baghlan,بغلان,AF09,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,North Eastern,سهیل ختیځه حوزه,NE
64.99893261,36.06318875,1.239294134,0.055528668,Khwaja Sabz Posh,خواجه سبزپوش,AF2903,,,,,,Faryab,فاریاب,AF29,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Northern,سهیلی حوزه,NR
68.42800054,33.68142511,0.787397952,0.020340122,Khwaja Umari,خواجه عمری,AF1103,,,,,,Ghazni,غزنی,AF11,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,South Eastern,جنوب ختیځه حوزه,SE
65.71484395,33.53534398,1.747355259,0.092805269,Kiti,کیتی,AF2405,,,,,,Daykundi,دایکندی,AF24,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Central Highland,لوړه مرکزی حوزه,CH
70.74216906,37.92792273,1.999275106,0.145414125,Kofab,کوف آب,AF1721,,,,,,Badakhshan,بدخشان,AF17,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,North Eastern,سهیل ختیځه حوزه,NE
69.47025662,34.74664167,1.273077367,0.05712488,Koh-e-Safi,کوه صافی,AF0308,,,,,,Parwan,پروان,AF03,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Capital,مرکزی حوزه,CR
69.46013752,35.09819227,0.559650923,0.014848545,Koh Band,کوه بند,AF0203,,,,,,Kapisa,کاپیسا,AF02,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Capital,مرکزی حوزه,CR
65.80501676,35.41511083,5.03160775,0.611257526,Kohestanat,کوهستانات,AF2203,,,,,,Sar-e-Pul,سرپل,AF22,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Northern,سهیلی حوزه,NR
70.62480157,37.40883308,1.08370393,0.050115638,Kohistan,کوهستان,AF1708,,,,,,Badakhshan,بدخشان,AF17,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,North Eastern,سهیل ختیځه حوزه,NE
64.91776644,35.34173868,2.946873741,0.228296334,Kohistan,کوهستان,AF2910,,,,,,Faryab,فاریاب,AF29,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Northern,سهیلی حوزه,NR
61.1771477,34.6158813,2.612590244,0.216461449,Kohsan,کوهسان,AF3213,,,,,,Hirat,هرات,AF32,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Western,لویدیځه حوزه,WR
70.70117156,35.89291798,4.414272828,0.521234989,Koran Wa Monjan,کران ومنجان,AF1726,,,,,,Badakhshan,بدخشان,AF17,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,North Eastern,سهیل ختیځه حوزه,NE
70.5876998,34.14424527,0.673712433,0.016926762,Kot,کوټ,AF0613,,,,,,Nangarhar,ننگرهار,AF06,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Eastern,ختیځه حوزه,ER
68.84201755,36.78052516,1.64246244,0.06227269,Kunduz,کندز,AF1901,,Centre,,,,Kunduz,کندز,AF19,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,North Eastern,سهیل ختیځه حوزه,NE
62.27617322,35.05728875,2.776442548,0.282501363,Kushk,کُشک,AF3207,,,,,,Hirat,هرات,AF32,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Western,لویدیځه حوزه,WR
62.60396448,34.93649967,2.492593646,0.162553527,Kushk-e-Kuhna,کُشک کهنه,AF3210,,,,,,Hirat,هرات,AF32,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Western,لویدیځه حوزه,WR
70.61579167,34.56333027,0.840208779,0.028509782,Kuz Kunar,کوز کنر,AF0606,,,,,,Nangarhar,ننگرهار,AF06,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Eastern,ختیځه حوزه,ER
66.33323197,34.62052939,3.239650375,0.381211916,Lal Wa Sarjangal,لعل و سرجنگل,AF2307,,,,,,Ghor,غور,AF23,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Western,لویدیځه حوزه,WR
71.03364962,34.33880071,0.990185869,0.045406326,Lalpur,لعل پور,AF0618,,,,,,Nangarhar,ننگرهار,AF06,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Eastern,ختیځه حوزه,ER
61.2957562,31.68034411,3.599303817,0.508983214,Lash-e-Juwayn,لاش جوین,AF3309,,,,,,Farah,فراه,AF33,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Western,لویدیځه حوزه,WR
64.53180053,31.49561674,2.11266401,0.173661587,Lashkargah,لشکرگاه,AF3001,,Centre,,,,Hilmand,هلمند,AF30,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Southern,جنوبی حوزه,SR
69.6632697,33.81147628,1.11105749,0.041194245,Lija Ahmad Khel,لجه احمد خیل,AF1308,,,,,,Paktya,پکتیا,AF13,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,South Eastern,جنوب ختیځه حوزه,SE
69.41945678,35.00367759,0.752749234,0.018220337,Mahmood-e-Raqi,محمود راقی,AF0201,,Centre,,,,Kapisa,کاپیسا,AF02,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Capital,مرکزی حوزه,CR
67.22244236,33.2782897,3.100580255,0.172355049,Malistan,مالستان,AF1116,,,,,,Ghazni,غزنی,AF11,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,South Eastern,جنوب ختیځه حوزه,SE
70.24211478,35.40036042,2.546138626,0.202571458,Mandol,مندول,AF1607,,,,,,Nuristan,نورستان,AF16,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Eastern,ختیځه حوزه,ER
69.77995124,33.31401934,0.443299893,0.011082169,Mandozayi,مندوزائی,AF1402,,,,,,Khost,خوست,AF14,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,South Eastern,جنوب ختیځه حوزه,SE
71.21999856,34.86020573,0.563854453,0.014458388,Marawara,مروره,AF1502,,,,,,Kunar,کنر ها,AF15,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Eastern,ختیځه حوزه,ER
66.32636906,37.02478717,1.281601196,0.071607845,Mardyan,مردیان,AF2809,,,,,,Jawzjan,جوزجان,AF28,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Northern,سهیلی حوزه,NR
67.73029902,34.40764364,3.524374121,0.328094677,Markaz-e-Behsud,مدکز بهسود,AF0409,,,,,,Maidan Wardak,میدان وردک,AF04,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Capital,مرکزی حوزه,CR
67.35276378,36.62726685,1.178183188,0.056524978,Marmul,مارمُل,AF2105,,,,,,Balkh,بلخ,AF21,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Northern,سهیلی حوزه,NR
67.24422479,31.47831452,3.367558339,0.302046343,Maruf,معروف,AF2715,,,,,,Kandahar,کندهار,AF27,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Southern,جنوبی حوزه,SR
68.88946218,33.28931119,0.858220823,0.040975186,Mata Khan,متاخان,AF1202,,,,,,Paktika,پکتیکا,AF12,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,South Eastern,جنوب ختیځه حوزه,SE
70.0102371,33.32913807,1.222875146,0.047600672,Matun,خوست (متون),AF1401,,Centre,Centre,,,Khost,خوست,AF14,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,South Eastern,جنوب ختیځه حوزه,SE
68.81309085,34.44367744,0.886621162,0.024184307,Maydan Shahr,میدان شهر,AF0401,,Centre,,,,Maidan Wardak,میدان وردک,AF04,Afghanistan,افغانستان,AF,8/23/2017,5/22/2018,,Capital,مرکزی حوزه,CR
